Country,Country Code,Year,Budget Deficit/Surplus,Capital Expenditure,Consumer Price Index (CPI),Defence Expenditure,Education Expenditure,Expenditure,Exports,Food Inflation,Food Inflation YoY,GDP Growth Rate,GDP per Capita,GDP per capita,Government Debt,Health Expenditure,Imports,Inflation Rate,Interest Rate,Labour Force,Nominal GDP,Population,Real GDP,Revenue,Tax Revenue,Unemployment Rate,Value Added Tax (VAT)
Algeria,DZA,2003.0,-427.4,2611.3,105.755,6085.0,11701.0,2894.920833333333,24.5,5.621666666666667,7.016666666666667,6.5,2453.16,70163.0,22276.203333333335,8585.0,-13.32,5.2025,10.0,18560025.0,2274863.2,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2004.0,-427.4,2611.3,109.95166666666667,6085.0,11701.0,2894.920833333333,32.2,5.621666666666667,7.016666666666667,4.58,2453.16,70163.0,22276.203333333335,8585.0,-17.95,5.2025,10.0,18560025.0,2649341.98,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2005.0,-427.4,2611.3,111.47166666666668,6085.0,11701.0,2894.920833333333,46.3,1.5274999999999999,7.016666666666667,5.38,2453.16,70163.0,22276.203333333335,8585.0,-19.85,2.4091666666666667,10.0,18560025.0,3137592.38,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2006.0,-427.4,2611.3,114.04833333333333,6085.0,11701.0,2894.920833333333,54.7,0.09000000000000004,7.016666666666667,2.88,2453.16,70163.0,22276.203333333335,8585.0,-20.68,1.14,10.0,18560025.0,3576662.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2007.0,-427.4,2611.3,118.24416666666667,6085.0,11701.0,2894.920833333333,60.6,5.704999999999999,7.016666666666667,3.1399999999999997,2453.16,70163.0,22276.203333333335,8585.0,-26.35,3.1925000000000003,10.0,18560025.0,3949188.4,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2008.0,-427.4,2611.3,123.98916666666666,6085.0,11701.0,2894.920833333333,78.6,8.213333333333333,7.016666666666667,2.46,2453.16,70163.0,22276.203333333335,8585.0,-37.99,4.679166666666666,10.0,18560025.0,4659877.6,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2009.0,-427.4,2611.3,131.1025,6085.0,11701.0,2894.920833333333,45.2,7.114166666666667,7.016666666666667,1.1800000000000002,2453.16,70163.0,22276.203333333335,8585.0,-37.4,5.2124999999999995,10.0,18560025.0,4368065.220000001,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2010.0,-427.4,2611.3,136.23,6085.0,11701.0,2894.920833333333,57.1,6.864166666666667,7.016666666666667,4.82,2453.16,70163.0,22276.203333333335,8585.0,-38.89,4.963333333333334,10.0,18560025.0,5289886.4,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2011.0,-427.4,2611.3,142.39333333333335,6085.0,11701.0,2894.920833333333,72.9,3.4758333333333336,7.016666666666667,2.98,2453.16,70163.0,22276.203333333335,8585.0,-46.93,3.8866666666666667,10.0,18560025.0,6369868.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2012.0,-427.4,2611.3,155.05416666666667,6085.0,11701.0,2894.920833333333,71.7,8.635833333333332,7.016666666666667,2.4200000000000004,2453.16,70163.0,22276.203333333335,8585.0,-51.57,7.1375,10.0,18560025.0,7044724.0200000005,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2013.0,-427.4,2611.3,160.1,6085.0,11701.0,2894.920833333333,25.940000000000005,8.135,7.016666666666667,2.6,2453.16,70163.0,22276.203333333335,8585.0,-21.998,6.29,10.0,18560025.0,7292414.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2014.0,-427.4,2611.3,164.77,6085.0,11701.0,2894.920833333333,24.080000000000002,2.0633333333333335,7.016666666666667,4.1,2453.16,70163.0,22276.203333333335,8585.0,-23.874000000000002,1.9991666666666668,10.0,18560025.0,7701506.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2015.0,-427.4,2611.3,172.65333333333334,6085.0,11701.0,2894.920833333333,13.819999999999999,5.672499999999999,7.016666666666667,3.18,2453.16,70163.0,22276.203333333335,8585.0,-21.07,4.6225,10.0,18560025.0,7551610.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2016.0,-427.4,2611.3,183.69916666666666,6085.0,11701.0,2894.920833333333,11.72,3.2266666666666666,7.016666666666667,3.88,2453.16,70163.0,22276.203333333335,8585.0,-19.788,5.370833333333334,10.0,18560025.0,7913339.58,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2017.0,-427.4,2611.3,193.97,6085.0,11701.0,2894.920833333333,13.86,4.621666666666667,7.016666666666667,1.56,2453.16,70163.0,22276.203333333335,8585.0,-19.616,6.36,10.0,18560025.0,8428662.4,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2018.0,-427.4,2611.3,202.25249999999997,6085.0,11701.0,2894.920833333333,16.44,4.0008333333333335,7.016666666666667,1.44,2453.16,70163.0,22276.203333333335,8585.0,-19.454,4.6275,10.0,18560025.0,9073538.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2019.0,-427.4,2611.3,206.20000000000002,6085.0,11701.0,2894.920833333333,14.12,1.5391666666666666,7.016666666666667,0.9199999999999999,2453.16,70163.0,22276.203333333335,8585.0,-17.866,3.0733333333333337,10.0,18560025.0,9236039.58,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2020.0,-427.4,2611.3,211.17999999999998,6085.0,11701.0,2894.920833333333,8.76,-0.685,7.016666666666667,-5.04,2453.16,70163.0,22276.203333333335,8585.0,-14.23,2.033333333333333,10.0,18560025.0,8360849.6,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2021.0,-427.4,2611.3,226.43999999999997,6085.0,11701.0,2894.920833333333,15.459999999999999,4.8758333333333335,7.016666666666667,3.88,2453.16,70163.0,22276.203333333335,8585.0,-14.974,4.683333333333334,10.0,18560025.0,10061282.4,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2022.0,-427.4,2611.3,247.42083333333335,6085.0,11701.0,2894.920833333333,26.28,13.059166666666668,7.016666666666667,3.62,2453.16,70163.0,22276.203333333335,8585.0,-15.553999999999998,8.856666666666667,10.0,18560025.0,12815810.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2023.0,-427.4,2611.3,270.48583333333335,6085.0,11701.0,2894.920833333333,22.0,13.46,7.016666666666667,3.8600000000000003,2453.16,70163.0,22276.203333333335,8585.0,-17.192,9.370833333333334,10.0,18560025.0,13455305.6,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2024.0,-427.4,2611.3,281.43,6085.0,11701.0,2894.920833333333,22.0,7.559166666666666,7.016666666666667,3.6,2453.16,70163.0,22276.203333333335,8585.0,-17.192,6.4075,10.0,18560025.0,14315399.52,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Algeria,DZA,2025.0,-427.4,2611.3,288.0475,6085.0,11701.0,2894.920833333333,22.0,3.14,7.016666666666667,3.6,2453.16,70163.0,22276.203333333335,8585.0,-17.192,3.9475,10.0,18560025.0,14315399.52,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1990.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,3883.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1991.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,3449.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1992.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,3833.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1993.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,2900.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1994.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,3017.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1995.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,3723.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1996.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,5095.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1997.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,5007.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1998.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,3543.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,1999.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,5157.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2000.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,7921.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2001.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,6534.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2002.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,8328.0,7.283333333333334,7.016666666666667,3.0,55490.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,753574.0,13580346.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2003.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,9508.0,7.283333333333334,7.016666666666667,3.0,107760.0,70163.0,22276.203333333335,8585.0,5480.0,18.285714285714285,10.0,18560025.0,1517651.0,14083677.0,779853.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2004.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,13475.0,7.283333333333334,7.016666666666667,11.0,155336.0,70163.0,22276.203333333335,8585.0,5832.0,18.285714285714285,10.0,18560025.0,2255448.0,14519770.0,1690965.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2005.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,24109.0,7.283333333333334,7.016666666666667,14.0,241374.0,70163.0,22276.203333333335,8585.0,8353.0,18.285714285714285,10.0,18560025.0,3608095.0,14948178.0,2574702.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2006.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,31862.0,7.283333333333334,7.016666666666667,12.0,305893.0,70163.0,22276.203333333335,8585.0,8778.0,18.285714285714285,10.0,18560025.0,4713882.0,15410205.0,4035359.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2007.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,44396.0,7.283333333333334,7.016666666666667,13.0,352609.0,70163.0,22276.203333333335,8585.0,13661.0,18.285714285714285,10.0,18560025.0,5602450.0,15888562.0,5326813.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2008.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,63914.0,7.283333333333334,7.016666666666667,11.0,452873.0,70163.0,22276.203333333335,8585.0,20982.0,18.285714285714285,10.0,18560025.0,7412578.0,16367880.0,6206765.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2009.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,40828.0,7.283333333333334,7.016666666666667,2.0,383775.0,70163.0,22276.203333333335,8585.0,22660.0,18.285714285714285,10.0,18560025.0,6481522.0,16888858.0,7560502.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2010.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,50595.0,7.283333333333334,7.016666666666667,5.0,507350.0,70163.0,22276.203333333335,8585.0,16667.0,18.285714285714285,10.0,18560025.0,8781308.0,17308203.0,6824632.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2011.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,67310.0,7.283333333333334,7.016666666666667,3.6,663525.0,70163.0,22276.203333333335,8585.0,20228.0,18.285714285714285,10.0,18560025.0,11793661.0,17774262.0,9096897.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2012.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,28437.4,7.283333333333334,7.016666666666667,8.8,751446.0,70163.0,22276.203333333335,8585.0,9481.6,18.285714285714285,10.0,18560025.0,13706612.0,18240322.0,12796491.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2013.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,27298.8,7.283333333333334,7.016666666666667,5.2,793353.0,70163.0,22276.203333333335,8585.0,10532.6,18.285714285714285,9.833333333333334,18560025.0,14840760.0,18706382.0,14375914.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2014.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,23668.0,7.283333333333334,7.016666666666667,4.8,624129.0,70163.0,22276.203333333335,8585.0,11432.0,18.285714285714285,9.0,18560025.0,16165668.0,25901182.0,15531705.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2015.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,13272.4,7.283333333333334,7.016666666666667,1.8,592443.0,70163.0,22276.203333333335,8585.0,8277.2,18.285714285714285,10.0,18560025.0,15807317.0,26681590.0,16289041.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2016.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,11035.4,7.283333333333334,7.016666666666667,-1.6,682888.0,70163.0,22276.203333333335,8585.0,5216.4,18.285714285714285,14.833333333333334,18560025.0,18781816.0,27503526.0,15538509.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2017.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,13845.4,7.283333333333334,7.016666666666667,0.0,818092.0,70163.0,22276.203333333335,8585.0,5785.4,18.285714285714285,16.333333333333332,18560025.0,23200799.0,28359634.0,18753757.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2018.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,16303.2,7.283333333333334,7.016666666666667,-0.6,987124.0,70163.0,22276.203333333335,8585.0,6319.4,18.285714285714285,17.5,18560025.0,28873391.0,29250009.0,23062890.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2019.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,13890.4,7.283333333333334,7.016666666666667,-0.2,1144586.0,70163.0,22276.203333333335,8585.0,5650.6,18.285714285714285,16.0,18560025.0,34538508.0,30175553.0,28814293.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2020.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,8375.0,7.283333333333334,7.016666666666667,-4.0,1235754.0,70163.0,22276.203333333335,8585.0,3817.2,18.285714285714285,16.0,18560025.0,38466148.0,31127674.0,33142307.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2021.0,-427.4,2611.3,113.66833333333334,6085.0,11701.0,2894.920833333333,13432.8,7.283333333333334,7.016666666666667,2.4,1659871.0,70163.0,22276.203333333335,8585.0,4718.0,18.285714285714285,18.333333333333332,18560025.0,53277982.0,32097671.0,39274996.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2022.0,-427.4,2611.3,138.0,6085.0,11701.0,2894.920833333333,20015.0,7.283333333333334,7.016666666666667,4.2,1982276.0,70163.0,22276.203333333335,8585.0,6906.8,18.285714285714285,20.0,18560025.0,65586149.0,33086278.0,55524184.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2023.0,-427.4,2611.3,156.75,6085.0,11701.0,2894.920833333333,14754.0,7.283333333333334,7.016666666666667,1.4,2298268.0,70163.0,22276.203333333335,8585.0,6033.8,13.75,17.5,18560025.0,78322352.0,34078866.0,66414704.0,2955.583333333333,2330.9500000000003,17.46,197008.575
Angola,AGO,2024.0,-427.4,2611.3,201.08333333333334,6085.0,11701.0,2894.920833333333,14717.8,7.283333333333334,7.016666666666667,4.5,2298268.0,70163.0,22276.203333333335,8585.0,5676.2,28.166666666666668,19.5,18560025.0,78322352.0,34078866.0,66414704.0,2955.583333333333,2330.9500000000003,17.46,197008.575
